Column1;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101;Column119;Column120;Column121;Column126;Column128
5;6;1;57;9;91;3;2;83;76;79;52;0;0;15;37;63;42;62;35;48;2;21;19;58;8;24;9;2;46;45;49;34;33;26;34;78;47;46;31;54;34;34;31;63;66;76;5;46;57;0;1;0;1;1;1;1;11;9;7;6;95;3;7;8;33;36;32;52;7;48;5;2;77;51;16;28;69;47;2;9;9;8;1;12;13;15;62;39;5;0;0;3;55;31;38;29;4;9;3;0;3
39;6;5;5;3;95;12;2;41;36;22;35;6;95;59;65;19;72;39;12;45;6;6;58;46;6;67;76;1;8;11;17;58;21;61;4;62;24;68;3;27;3;31;53;85;88;84;82;52;54;1;8;1;7;17;19;22;2;4;4;4;9;2;18;19;54;59;23;84;3;32;5;4;81;78;19;3;65;1;24;2;24;29;32;32;42;35;37;32;36;0;0;11;7;52;73;65;8;12;7;0;5
39;6;1;45;4;92;16;1;4;3;18;44;2;1;63;65;3;86;41;6;61;66;6;59;34;27;52;28;0;5;4;7;9;1;61;2;98;3;95;24;24;42;36;41;78;82;91;63;6;63;0;6;0;28;28;38;35;9;8;1;8;92;3;9;11;46;47;28;85;2;16;5;1;91;81;5;37;5;1;12;26;27;27;31;33;39;34;39;29;18;1;0;14;59;68;78;71;1;22;11;0;5
18;6;2;47;0;97;5;7;4;44;27;44;4;1;46;63;21;69;53;12;67;44;37;36;28;0;39;36;1;8;17;25;29;18;54;54;47;36;43;26;32;29;29;5;83;82;84;71;47;59;0;3;1;4;8;11;13;1;2;3;3;85;5;2;21;52;59;21;84;7;33;5;1;96;77;5;36;48;3;5;16;14;13;37;35;39;39;23;4;29;0;0;13;68;86;88;76;2;29;22;0;13
9;6;2;43;2;96;1;4;29;29;19;44;4;1;1;67;35;93;4;7;43;1;1;1;1;42;54;83;1;7;6;9;1;14;61;28;58;3;98;32;34;4;38;37;85;86;94;68;27;28;0;2;2;47;48;51;52;4;36;35;32;83;5;12;13;46;46;35;84;2;17;1;3;78;82;5;57;35;2;16;1;1;1;79;1;1;1;4;5;54;1;0;36;19;68;61;34;6;1;98;32;5
48;6;6;43;9;83;12;16;4;68;4;1;7;98;4;91;26;38;13;7;9;4;35;34;35;26;34;34;2;15;18;25;41;19;88;47;23;31;45;57;38;59;6;49;74;76;85;73;74;72;1;14;1;31;32;52;65;1;9;14;16;83;15;2;19;46;59;36;45;22;5;5;11;57;4;1;29;9;26;3;18;17;15;38;35;38;36;34;57;43;0;0;14;48;21;2;47;1;11;1;0;12
40;6;1;35;19;76;3;4;41;44;28;61;0;0;11;26;51;37;62;48;51;13;18;19;16;15;73;13;3;61;47;59;28;64;27;36;61;5;37;62;25;59;63;39;5;51;58;47;51;53;1;22;0;35;3;32;4;3;2;2;3;96;2;17;15;34;3;43;57;11;56;0;5;37;6;53;87;38;82;5;3;3;5;9;13;12;14;52;43;35;1;0;3;74;52;71;81;4;9;0;0;47
34;6;2;47;18;8;15;5;43;47;29;29;2;6;43;73;22;38;34;11;32;42;37;37;33;22;31;48;1;11;21;39;22;25;71;7;24;28;34;53;42;58;58;55;68;68;78;67;64;66;1;18;1;18;24;26;34;5;6;5;6;87;7;25;24;51;51;43;85;1;5;5;5;61;84;3;61;73;9;9;24;24;25;48;49;56;5;49;56;79;0;0;11;64;66;79;82;19;3;1;0;17
18;6;1;44;5;92;6;1;4;51;32;33;3;1;41;72;16;54;4;12;54;39;33;3;56;14;44;48;1;1;19;29;2;22;61;63;24;5;28;45;36;36;41;52;77;77;82;7;43;45;0;11;0;2;17;23;29;5;4;4;5;89;5;22;21;49;66;2;68;9;43;5;1;93;57;4;32;52;8;0;13;11;9;42;41;4;35;2;16;26;0;0;1;69;65;83;69;2;17;24;0;17
1;6;4;44;1;1;0;0;43;45;3;58;5;99;8;27;21;14;75;63;57;11;11;21;16;8;17;22;9;79;58;75;9;72;17;36;38;62;18;7;47;67;71;56;19;14;24;13;56;44;8;87;0;14;1;8;22;0;0;0;0;95;1;4;36;47;46;5;49;23;55;5;6;65;5;43;56;4;43;57;5;4;5;2;5;9;1;59;49;6;0;5;0;96;74;95;89;11;7;13;0;1
6;6;26;56;7;55;1;25;35;5;28;18;27;1;65;83;29;55;19;26;33;61;51;53;42;34;44;52;7;1;15;21;48;22;74;63;25;3;55;46;42;48;48;57;75;74;83;71;54;57;5;15;23;34;42;53;58;48;52;6;59;54;24;32;32;6;64;52;59;32;41;5;12;88;57;5;1;71;4;11;71;71;74;77;74;88;75;53;74;18;4;3;6;48;42;49;64;22;19;26;37;2
25;6;3;38;4;93;14;3;25;44;24;41;5;98;62;73;36;73;42;18;45;62;59;57;43;11;56;46;1;7;9;14;69;27;71;3;64;14;71;26;49;32;3;43;81;81;93;83;59;66;0;7;1;36;36;36;37;17;15;13;13;88;6;17;15;4;52;2;68;4;42;5;3;81;6;4;25;31;2;14;52;48;48;61;72;83;75;34;49;44;0;0;2;71;71;69;7;4;17;4;0;8
40;6;11;36;7;81;2;4;69;77;69;24;12;93;22;7;57;47;25;14;32;32;29;3;24;19;19;32;1;39;14;2;62;37;54;17;78;24;59;45;66;54;51;39;64;67;68;6;53;62;1;11;2;78;81;8;77;24;22;19;17;9;5;13;1;31;43;24;44;11;56;0;2;56;39;29;52;71;29;11;11;12;13;21;21;23;21;64;33;28;2;0;12;58;29;35;59;52;4;7;93;9
28;6;0;14;23;81;4;2;23;77;37;15;2;1;33;82;48;41;15;8;9;38;4;41;31;0;35;3;0;12;9;12;76;15;93;15;59;13;67;56;5;59;6;31;65;67;79;39;81;84;0;18;0;37;44;43;44;3;3;3;3;96;0;5;4;16;49;7;29;6;72;0;3;66;18;3;14;9;7;21;16;14;12;38;35;38;37;22;35;75;0;0;3;71;17;0;53;3;9;3;0;1
34;6;1;39;13;76;45;7;25;35;18;49;0;0;83;68;34;92;42;11;46;91;1;1;4;0;53;91;1;14;11;6;1;18;52;16;1;1;1;19;37;34;28;32;79;84;88;77;48;39;0;12;2;72;74;69;64;1;93;8;67;65;16;12;13;41;42;41;6;8;29;5;2;74;6;0;38;4;3;2;81;96;1;43;52;69;45;41;42;47;0;0;61;2;54;38;17;5;7;43;0;3
13;6;0;48;87;31;4;1;55;5;37;46;0;0;12;33;68;2;57;92;35;13;22;34;17;0;79;32;2;7;53;67;24;58;32;61;4;69;3;57;48;74;71;52;18;16;18;17;47;49;2;68;0;0;18;38;39;0;1;3;3;98;1;31;29;47;44;52;51;3;42;5;2;6;54;4;52;67;1;41;7;6;9;0;8;9;1;48;32;71;0;0;3;87;55;69;76;3;7;0;0;71
6;6;9;23;1;59;91;3;19;54;26;29;11;1;51;77;15;63;24;18;3;52;59;65;45;29;43;43;4;15;22;21;66;14;81;77;38;2;7;69;67;74;74;35;59;62;75;53;6;61;2;21;1;66;67;71;74;1;94;92;87;53;46;29;19;25;24;32;18;39;8;0;8;83;22;6;9;56;6;11;91;96;98;75;72;87;7;47;7;22;7;1;69;32;26;31;37;3;47;23;0;17
34;6;1;53;2;77;86;6;38;31;2;52;2;1;94;61;4;82;55;13;37;97;1;1;43;28;69;63;0;7;11;12;91;11;46;28;77;6;1;12;35;21;18;52;91;93;1;69;17;19;0;3;2;54;5;58;59;93;75;78;74;49;3;17;19;56;57;46;8;9;22;5;1;88;79;0;56;17;2;34;83;98;1;86;94;1;95;59;49;56;0;0;72;23;81;73;6;1;24;68;0;2
6;6;13;3;3;74;42;42;3;48;29;48;15;1;4;57;19;46;41;32;4;42;47;49;45;2;34;42;7;21;29;34;36;3;58;42;3;29;51;62;55;68;68;42;55;59;7;54;45;44;5;29;16;39;43;47;56;71;68;67;74;44;49;28;21;32;38;32;33;45;83;0;1;83;32;9;24;29;9;33;69;71;74;62;59;71;6;61;63;19;3;0;77;36;48;75;64;5;45;18;56;2
36;6;2;35;11;9;3;3;35;47;28;51;0;0;22;4;5;46;57;39;66;28;25;24;22;23;77;23;3;38;3;45;21;48;39;61;44;67;28;6;43;5;56;48;53;6;56;61;49;5;2;38;0;0;5;11;12;0;1;1;1;93;5;2;17;36;51;22;53;7;54;5;3;82;46;32;61;0;46;6;9;9;9;2;21;22;21;58;28;88;0;0;6;91;6;86;87;2;24;4;0;38
34;6;1;38;24;68;4;8;36;55;35;33;2;1;42;68;5;58;37;8;5;43;43;44;34;39;4;38;1;12;2;24;42;22;7;25;37;23;55;4;49;5;47;44;75;8;9;6;37;48;1;27;1;31;42;56;55;23;27;33;29;74;14;16;14;34;46;29;35;12;75;0;3;56;31;6;31;56;3;15;43;42;42;57;53;55;52;42;63;64;3;0;31;44;38;46;25;1;19;13;0;9
6;6;0;27;2;88;31;18;18;3;15;49;2;1;57;58;57;68;43;15;42;63;68;66;54;28;73;52;0;13;9;11;65;9;62;21;8;11;82;58;43;63;63;33;63;7;81;48;34;39;0;7;1;25;34;34;32;16;19;17;15;81;8;13;11;29;38;17;59;11;57;0;1;82;53;13;5;29;6;29;89;99;1;61;63;75;62;39;62;18;0;0;26;54;62;86;81;1;3;9;0;6
44;6;2;57;1;99;3;3;55;56;47;54;3;1;37;56;24;5;59;27;68;38;31;29;81;78;41;34;1;14;65;61;31;46;48;64;44;55;37;28;52;25;27;49;81;81;82;8;81;76;1;19;2;19;17;19;21;21;17;17;17;55;41;22;22;49;56;37;63;9;44;5;3;76;58;26;56;29;9;2;38;38;37;3;35;41;38;59;63;65;0;0;49;49;62;64;57;3;18;14;0;5
55;6;2;49;1;96;5;6;4;49;29;24;3;1;47;75;26;65;38;17;44;45;35;34;42;13;36;31;0;4;21;31;24;19;74;73;24;53;31;35;37;29;32;56;84;85;87;83;64;69;0;9;0;15;11;18;16;3;2;3;2;91;4;22;22;54;68;28;67;8;42;5;1;93;59;0;29;69;6;15;19;16;14;43;41;46;4;28;34;4;0;0;8;86;67;83;85;8;6;7;0;5
12;6;56;49;53;48;4;1;33;42;27;54;57;1;9;4;17;15;47;89;22;9;16;21;16;11;27;31;1;83;1;94;19;75;31;31;27;57;22;86;58;82;87;61;19;12;16;23;43;38;78;1;1;4;45;47;59;1;1;1;1;0;1;63;52;51;57;52;13;1;95;0;76;59;15;75;38;48;59;83;16;16;16;24;27;31;26;86;65;43;52;61;1;17;44;68;46;1;84;73;56;1
21;6;2;27;5;96;2;0;32;33;21;68;4;1;17;2;21;39;74;5;66;23;26;25;25;15;2;7;4;48;41;52;21;46;16;5;43;46;4;53;22;6;6;31;53;55;63;69;25;16;1;12;0;42;57;6;56;2;2;2;2;98;2;7;7;29;3;3;59;5;53;5;5;67;58;25;6;29;47;26;5;5;6;5;12;12;12;37;7;25;1;0;1;75;68;78;74;3;18;2;0;21
48;6;9;4;19;73;17;16;8;94;91;22;1;1;19;7;39;45;26;15;28;32;23;26;17;21;18;24;11;55;3;3;59;37;53;26;69;27;49;4;8;39;41;44;63;61;69;62;55;57;2;24;3;59;66;8;82;29;29;32;3;81;13;23;16;29;46;25;28;2;66;0;16;56;23;17;5;75;41;27;15;15;16;3;29;32;29;92;55;39;0;0;21;58;2;23;59;15;1;1;0;29
34;6;0;54;2;92;22;6;24;43;2;37;2;1;69;88;23;63;3;1;34;66;55;53;64;1;47;78;0;3;31;28;48;19;66;39;27;21;57;36;4;38;39;49;77;8;92;76;12;26;0;14;1;24;34;43;41;2;25;29;26;71;12;21;21;5;56;28;77;6;5;5;1;87;71;15;47;56;2;0;49;46;44;83;74;88;79;51;68;39;0;0;36;6;56;4;75;2;14;3;0;4
6;6;5;44;8;57;1;34;31;5;29;33;6;1;5;69;22;58;31;21;45;5;45;48;34;25;37;48;2;11;19;26;33;22;63;18;27;3;4;52;55;53;54;53;68;68;82;66;75;66;1;17;6;31;34;42;47;52;5;57;57;47;31;32;27;45;46;44;55;4;62;0;3;88;55;14;22;44;5;23;84;81;78;75;71;85;71;56;74;19;0;0;72;52;57;62;74;2;51;35;0;12
33;6;4;37;1;98;4;2;33;49;3;42;0;0;35;58;15;61;47;17;49;38;37;36;31;22;31;4;2;17;18;25;45;38;52;3;63;27;54;68;45;6;66;38;61;65;71;51;67;77;1;14;1;17;2;18;2;3;4;3;3;92;3;11;1;32;45;23;47;5;64;0;8;61;41;3;36;5;26;33;26;26;25;43;44;49;45;51;66;64;3;0;8;54;41;5;53;19;5;5;0;6
42;6;0;38;8;92;2;4;36;48;3;56;2;1;2;46;0;42;67;42;53;23;22;22;27;11;18;19;1;28;42;68;1;31;5;1;19;1;12;62;42;54;6;44;5;5;37;59;87;78;1;38;0;1;9;73;7;5;3;2;2;95;4;2;17;38;47;27;6;7;46;5;1;81;55;92;72;0;3;1;1;9;8;16;2;22;2;55;43;47;5;0;1;98;61;88;91;0;37;1;0;21
9;6;6;44;3;96;6;4;32;42;26;46;8;1;54;66;15;65;51;13;62;53;48;46;45;29;38;5;2;8;21;3;37;33;6;55;36;32;46;37;44;41;4;49;77;76;78;7;5;6;1;13;2;2;22;23;23;7;7;7;6;88;4;19;18;47;51;32;77;4;39;5;7;75;73;18;55;33;4;13;48;44;42;62;65;78;69;48;58;57;3;0;15;68;8;75;78;6;18;16;58;6
6;6;3;49;4;61;22;69;33;49;29;46;5;1;32;4;34;34;53;4;45;31;28;33;23;28;27;25;4;35;49;53;19;38;5;8;2;28;25;59;47;64;64;62;61;57;58;53;47;37;3;4;5;33;48;52;6;58;73;73;77;36;67;68;55;54;42;72;46;62;66;0;23;0;54;5;15;88;19;23;25;26;26;45;54;58;56;74;86;28;0;0;74;33;25;41;54;5;13;16;0;51
25;6;2;92;9;9;5;6;64;7;6;23;2;5;5;71;28;5;38;23;47;53;31;31;2;9;23;12;1;11;16;28;34;38;46;3;53;31;44;57;73;27;42;63;79;82;81;85;49;59;0;13;1;16;15;2;25;5;4;5;5;88;7;28;28;61;73;33;7;7;41;5;1;84;63;3;33;65;9;12;43;41;38;58;64;7;62;6;56;58;0;0;12;85;54;53;85;8;6;8;0;7
47;6;2;4;35;71;3;1;33;47;25;31;0;0;34;71;43;42;3;22;2;36;38;43;21;24;18;59;1;18;37;39;46;17;7;4;4;35;54;56;29;56;59;43;6;61;73;48;6;65;1;38;0;68;55;51;5;8;5;5;4;96;4;15;15;41;49;35;47;1;57;0;5;56;44;3;15;83;2;13;18;21;24;35;35;38;35;28;53;37;0;0;4;6;31;35;33;7;7;1;0;21
22;6;2;57;21;82;4;4;48;42;27;32;4;1;38;64;18;5;42;2;49;36;28;3;16;15;26;42;2;26;23;32;37;32;47;26;44;21;55;36;31;45;42;56;71;71;78;62;42;47;1;16;0;23;26;38;4;4;4;5;5;93;1;23;25;6;58;59;71;1;19;5;4;66;72;63;65;67;17;7;13;12;12;26;28;31;33;45;32;26;0;0;6;56;65;63;65;2;22;4;0;39
6;6;2;1;2;0;11;1;63;76;53;9;4;1;18;64;21;2;19;95;11;12;2;6;17;11;2;2;6;73;1;1;2;69;4;88;1;1;0;36;71;56;48;1;47;42;47;5;3;0;5;96;8;42;57;62;7;1;1;1;1;0;1;1;1;1;96;1;0;1;99;0;1;91;0;2;14;52;46;8;36;38;4;54;53;57;5;78;68;39;0;0;1;3;35;74;6;0;1;5;0;66
23;6;1;38;1;99;4;1;37;48;29;43;0;0;35;61;33;55;48;26;42;35;32;3;5;0;51;67;1;15;31;32;32;36;57;49;47;42;4;42;36;44;45;41;7;73;76;75;7;75;0;9;0;22;19;18;15;5;3;3;2;71;7;11;11;41;49;3;6;5;54;5;4;48;56;3;92;4;18;6;26;26;26;36;38;42;39;44;56;63;0;0;8;74;59;68;7;11;3;5;0;3
9;6;0;57;2;95;14;2;34;3;2;56;2;1;83;59;26;87;61;7;68;77;75;73;47;0;48;67;0;5;14;17;7;14;56;34;64;16;81;12;3;1;11;5;97;95;98;85;35;48;0;1;1;6;12;14;17;3;5;6;6;83;5;14;17;62;58;62;97;1;5;5;0;92;97;37;64;42;1;5;71;69;65;66;74;1;77;18;49;46;0;0;21;7;96;92;88;5;6;9;0;6
13;6;1;47;88;3;1;3;47;46;31;56;0;0;8;32;34;23;64;1;43;9;15;3;11;12;13;16;4;92;81;81;2;5;28;62;43;73;32;62;48;77;75;53;11;9;2;4;49;47;2;6;0;11;65;62;52;1;4;3;3;96;2;39;34;46;41;55;38;28;5;5;3;62;42;3;59;5;1;94;5;4;6;0;5;8;1;67;43;6;1;0;2;87;54;73;79;4;9;2;0;53
13;6;6;43;9;88;11;5;39;46;28;19;8;1;67;83;21;61;16;7;24;7;65;66;39;47;36;48;1;7;9;1;75;1;79;25;27;12;66;4;34;5;47;45;8;83;88;77;42;49;1;7;2;54;58;64;65;24;23;22;21;89;9;13;14;47;55;3;67;5;34;5;11;56;62;1;48;88;7;7;33;35;39;52;46;51;49;38;59;33;0;0;18;25;34;17;1;9;12;11;0;8
25;6;14;4;8;81;2;12;4;48;32;57;16;1;18;32;12;36;65;84;53;21;2;2;23;14;18;18;15;44;1;9;14;84;29;65;34;78;21;49;48;55;55;47;39;44;39;44;46;46;9;42;14;17;22;26;29;26;28;3;31;31;67;23;21;41;5;39;31;13;53;5;16;72;3;64;54;0;23;3;27;27;25;14;23;29;26;54;52;61;5;3;62;7;7;9;81;6;41;19;61;59
47;6;2;27;1;98;7;1;34;44;28;58;3;1;25;56;16;43;54;1;52;25;3;29;42;16;33;19;1;19;3;41;24;26;53;4;32;38;37;58;24;64;64;28;61;62;8;54;55;68;0;5;0;1;7;26;51;1;1;3;5;95;3;7;7;29;31;28;55;5;55;0;3;8;54;9;28;42;14;16;1;9;8;29;26;26;29;28;25;26;0;0;5;61;55;74;59;2;21;0;0;12
42;6;3;22;17;86;1;2;35;36;25;81;4;1;5;0;14;34;84;79;89;1;11;11;14;2;27;15;7;72;5;63;1;1;3;36;53;58;21;53;47;49;54;36;35;39;33;54;17;18;3;41;0;3;7;13;11;0;1;1;1;9;4;18;14;24;3;25;36;5;57;0;11;38;35;7;68;0;54;63;1;0;0;3;6;5;6;49;2;49;3;0;4;97;79;93;91;1;4;26;0;29
42;6;5;56;1;0;2;7;52;54;41;45;7;1;15;33;13;17;62;97;52;16;13;21;21;11;21;14;9;67;46;67;1;86;25;4;69;53;21;73;81;65;71;67;0;0;12;0;6;54;14;1;1;17;21;33;33;2;3;4;3;87;6;56;48;54;55;53;42;27;42;5;1;5;42;1;77;1;5;41;4;4;4;1;21;26;25;66;4;96;7;0;6;79;7;86;79;1;72;72;0;1
48;6;2;52;6;84;14;2;39;43;23;2;0;0;57;81;14;65;23;6;4;54;47;47;4;16;39;42;1;8;1;14;54;15;67;91;31;25;64;38;21;33;36;53;86;86;91;9;44;38;0;3;1;73;61;57;58;27;2;17;16;81;7;18;19;56;61;46;63;14;33;5;4;62;6;34;35;67;22;16;14;15;16;3;3;32;3;9;18;19;0;0;15;61;46;62;69;4;14;0;0;3
5;6;1;34;15;79;25;2;4;46;29;48;12;1;2;52;26;38;51;24;34;24;27;28;19;17;21;27;9;36;33;46;26;33;48;65;35;61;35;65;28;62;66;42;62;63;66;67;58;54;3;16;2;37;48;63;84;11;12;15;18;91;9;19;17;35;41;3;53;15;59;0;18;57;5;9;41;52;6;23;7;7;9;14;15;16;15;34;2;35;1;1;12;58;48;6;53;13;13;0;0;29
6;6;4;14;1;87;7;28;17;23;14;1;6;1;14;0;13;55;1;52;1;18;24;25;22;24;18;26;4;37;39;57;13;66;0;24;4;45;28;56;13;54;58;12;38;4;38;4;22;2;2;21;2;39;48;48;49;27;3;27;25;77;22;15;12;14;4;36;46;22;97;0;12;51;54;5;31;77;21;1;2;19;19;37;38;43;38;78;73;18;3;0;29;28;27;41;65;5;17;2;0;38
4;6;0;46;1;97;9;4;4;26;2;49;2;1;1;55;1;88;42;9;46;1;1;1;1;81;71;1;0;7;4;4;97;16;38;2;64;4;1;24;21;2;22;37;97;95;97;91;25;0;0;2;0;45;45;51;46;19;17;17;15;89;6;16;19;51;48;45;99;1;0;1;2;63;99;9;47;67;0;0;85;1;1;78;1;1;1;46;44;22;0;0;18;13;73;76;55;4;6;3;0;6
6;6;58;4;86;0;91;26;36;48;31;37;59;1;26;41;19;36;39;88;42;26;33;61;29;23;24;3;63;5;41;44;43;63;4;22;58;34;52;73;72;78;79;6;18;23;29;23;36;33;61;84;49;45;53;63;71;62;64;69;72;53;56;58;42;41;48;42;27;56;79;0;54;74;27;8;4;17;29;49;33;45;6;4;44;53;43;74;71;37;25;69;59;43;49;68;69;16;56;1;38;1
6;6;1;84;1;38;37;1;57;63;46;35;0;0;21;54;77;31;48;71;33;17;12;17;8;6;27;2;3;59;1;82;15;1;35;22;33;45;21;24;52;37;31;86;59;55;52;58;48;46;2;45;3;59;67;65;64;1;1;1;93;9;1;93;96;88;76;99;42;95;59;0;1;9;48;16;4;65;41;34;16;14;14;26;29;29;3;65;51;12;0;0;85;49;43;67;71;1;34;5;0;3
6;6;0;26;1;95;9;8;28;32;19;64;0;0;35;21;44;57;63;48;72;42;45;43;42;31;33;43;1;21;17;24;42;22;39;2;5;19;55;68;25;73;74;29;57;63;77;61;41;6;0;16;0;0;0;0;5;0;0;0;1;9;9;11;1;27;36;22;47;11;58;0;1;86;44;12;11;65;6;36;38;42;47;41;43;51;43;79;63;22;0;0;13;6;35;48;83;2;14;2;0;16
6;6;1;36;1;89;22;17;31;32;18;67;0;0;38;33;46;62;69;33;77;39;39;38;38;23;38;37;1;21;14;26;3;3;4;15;33;24;42;45;23;53;52;37;69;7;71;63;55;58;0;15;1;16;26;31;3;7;1;11;1;84;12;19;18;39;37;45;61;18;47;5;2;79;62;2;36;71;5;22;51;54;59;5;48;59;46;8;84;8;0;0;18;56;45;56;83;1;21;4;0;29
42;6;4;72;1;97;9;1;54;48;32;19;5;98;78;85;29;82;25;7;36;72;59;57;46;1;45;52;0;2;9;12;6;11;7;35;45;14;64;7;38;14;11;74;95;95;92;88;31;38;0;4;1;12;1;17;16;5;3;5;4;88;4;32;36;78;79;29;96;1;13;1;2;89;93;4;35;77;0;6;51;51;48;84;84;1;99;82;51;29;0;0;15;77;73;7;75;7;11;2;0;2
51;6;2;46;76;36;11;3;47;59;42;3;21;1;31;67;15;39;33;26;65;3;27;32;27;25;27;41;13;28;23;34;3;35;57;42;4;34;37;57;44;55;58;45;55;54;58;55;51;58;9;37;3;27;36;4;43;5;6;6;6;93;4;18;17;45;45;46;5;12;44;5;21;71;5;9;33;56;31;16;17;16;15;31;32;35;34;48;53;43;1;0;8;45;44;41;36;15;22;13;91;19
6;6;3;42;5;56;56;45;37;43;26;43;5;99;19;34;4;27;51;94;53;21;22;26;21;17;16;29;5;49;48;59;12;62;32;19;25;58;22;89;42;83;89;54;39;43;49;41;29;22;3;39;3;74;69;66;68;86;7;61;57;57;5;47;39;45;34;6;38;52;69;0;3;81;46;28;35;44;44;82;19;18;19;26;3;33;29;76;45;21;1;0;49;55;49;41;69;6;11;8;0;38
1;6;0;36;48;62;1;0;42;42;27;58;0;0;14;27;34;28;69;47;44;19;19;24;15;13;0;43;2;52;48;6;27;27;37;73;4;72;43;44;28;57;54;45;52;49;66;56;55;52;1;2;0;0;0;0;39;0;0;0;1;98;3;24;22;4;42;38;55;17;51;5;2;67;55;19;7;46;62;54;7;8;9;2;5;8;7;53;27;28;0;0;1;88;62;78;82;5;6;0;0;31
12;6;0;15;0;99;3;4;11;15;9;98;2;1;48;17;9;78;87;1;59;58;81;79;29;0;33;52;0;12;19;24;44;24;31;16;37;12;54;52;16;38;45;13;84;88;1;1;74;34;0;1;1;12;12;22;26;7;7;11;12;83;9;5;5;17;18;9;86;3;59;0;4;42;83;97;34;54;5;0;43;5;7;5;47;56;46;59;72;32;0;0;27;6;64;74;62;0;38;5;0;7
36;6;1;35;7;81;2;26;39;43;29;64;0;0;15;24;27;53;7;7;75;19;17;18;13;14;15;17;2;49;43;51;15;77;29;61;5;68;19;48;48;49;51;44;42;47;49;43;37;48;1;4;0;16;15;16;22;2;2;2;2;71;19;23;2;38;39;37;59;9;38;5;1;81;58;2;65;0;57;7;6;5;5;15;16;15;16;81;18;58;0;0;6;86;74;86;81;1;26;5;0;11
6;6;16;58;41;24;1;2;43;5;33;34;17;1;41;59;19;37;38;52;71;4;31;37;32;2;29;39;8;21;23;32;3;41;52;29;4;33;35;56;45;59;59;63;57;56;62;54;56;58;6;28;13;29;35;45;49;37;39;46;45;57;16;5;47;6;62;56;54;42;51;5;13;76;54;15;31;54;18;13;32;34;36;43;47;55;48;59;72;28;3;2;54;44;39;39;62;9;3;21;1;6
29;6;0;35;21;83;3;1;45;44;27;56;0;0;6;19;84;26;72;1;37;11;15;16;9;23;83;1;3;84;83;81;16;62;24;43;52;58;35;58;24;59;61;41;48;44;55;46;27;33;1;29;0;0;23;58;49;0;1;1;1;98;2;2;18;37;33;44;5;16;56;0;1;78;53;45;53;54;73;38;3;3;5;0;4;3;4;58;13;29;0;0;0;67;6;77;75;2;14;2;0;54
6;6;12;1;3;11;1;1;62;69;49;21;14;1;26;62;24;17;35;59;3;22;11;15;25;15;24;26;14;46;1;1;6;74;42;85;8;99;7;3;65;46;4;1;58;54;57;62;29;15;11;6;28;37;43;47;55;1;1;1;1;0;1;1;1;1;1;1;34;1;91;0;3;94;36;9;2;25;29;45;42;41;37;49;47;53;44;7;89;21;1;0;1;35;45;82;69;2;98;45;0;45
6;6;1;9;2;89;23;13;7;71;27;15;3;1;71;82;18;61;7;7;15;75;98;98;73;42;52;92;1;13;2;4;91;4;98;51;34;9;92;76;97;63;71;14;55;62;84;32;65;7;0;17;1;4;44;43;43;23;22;2;18;84;6;5;2;11;21;12;28;1;81;0;3;8;26;3;22;44;3;22;1;1;1;89;9;1;86;32;75;18;0;0;24;37;25;46;34;0;1;6;0;22
42;6;0;59;6;87;33;1;39;38;24;31;2;97;74;78;24;83;28;6;37;71;57;56;52;76;47;57;0;2;13;19;67;6;73;74;42;27;68;23;34;2;22;6;93;94;98;82;48;62;0;7;0;24;33;45;49;1;12;15;15;88;1;24;26;62;69;26;84;3;23;5;1;82;78;0;48;73;4;3;44;46;48;67;64;76;71;38;51;42;0;0;17;75;62;67;66;2;12;19;0;2
9;6;2;51;2;96;1;2;4;36;23;31;0;0;87;77;27;89;29;7;53;87;8;78;65;35;49;8;0;2;9;6;92;1;69;32;58;5;9;2;31;24;23;49;92;94;94;74;33;49;0;4;1;21;18;27;3;9;7;1;1;91;2;12;14;55;58;3;85;2;23;5;1;9;81;9;61;63;0;9;6;62;62;65;66;8;7;45;42;32;0;0;18;39;71;72;61;1;5;15;0;0
41;6;6;35;1;93;7;9;35;4;25;56;7;1;23;4;18;48;57;35;5;26;3;29;18;17;15;25;6;38;2;3;28;44;41;28;36;48;34;69;28;73;74;35;53;56;48;61;4;52;2;23;1;17;27;31;34;4;6;6;6;91;7;19;17;37;4;36;48;15;53;5;4;86;47;17;25;58;28;14;14;13;14;27;29;32;3;62;46;46;6;1;1;36;31;54;4;5;21;7;0;22
